Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1991,NEW YORK,"CRAB, BLUE",817545,371,441034,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,NEW YORK,"OYSTER, EASTERN",836593,379,2736782,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1991,OREGON,"COD, PACIFIC",1134082,514,341544,Public,Commercial,Gadus macrocephalus,164711,PACFINHIST
1991,GEORGIA,"SHRIMP, NORTHERN BROWN",1182894,537,1981802,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1991,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",1411007,640,2642424,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1991,MAINE,"SCALLOP, SEA",1579577,716,7145576,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1991,NEW JERSEY,"LOBSTER, AMERICAN",1673031,759,5384929,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1991,MARYLAND,"OYSTER, EASTERN",1677500,761,5282666,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1991,VIRGINIA,"OYSTER, EASTERN",1703660,773,4881402,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1991,FLORIDA-WEST,"OYSTER, EASTERN",1793191,813,4928899,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1991,NEW HAMPSHIRE,"LOBSTER, AMERICAN",1802035,817,4934205,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1991,FLORIDA-WEST,"SHRIMP, NORTHERN BROWN",1834897,832,3691982,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1991,ALABAMA,"SHRIMP, NORTHERN WHITE",2038775,925,5921668,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1991,SOUTH CAROLINA,"SHRIMP, NORTHERN BROWN",2337336,1060,3076722,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1991,WASHINGTON,"HALIBUT, PACIFIC",2391743,1085,5566762,Public,Commercial,Hippoglossus stenolepis,172932,PACFINHIST
1991,FLORIDA-EAST,MENHADENS **,2495968,1132,223939,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,CONNECTICUT,"LOBSTER, AMERICAN",2674000,1213,7326760,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1991,MISSISSIPPI,"SHRIMP, NORTHERN WHITE",2686219,1218,6803761,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1991,ALABAMA,"CRAB, BLUE",2731120,1239,942256,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1991,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE",2859029,1297,7391514,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1991,TEXAS,"OYSTER, EASTERN",2915986,1323,7043487,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1991,NEW YORK,"LOBSTER, AMERICAN",3128246,1419,8998561,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1991,WASHINGTON,"COD, PACIFIC",3185969,1445,973173,Public,Commercial,Gadus macrocephalus,164711,PACFINHIST
1991,MARYLAND,MENHADENS **,3540179,1606,547654,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,CONNECTICUT,"OYSTER, EASTERN",4174600,1894,26792400,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1991,CALIFORNIA,"CRAB, DUNGENESS",4242124,1924,6793207,Public,Commercial,Cancer magister,98675,PACFINHIST
1991,FLORIDA-EAST,"CRAB, BLUE",4810701,2182,2788789,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,NEW JERSEY,"SCALLOP, SEA",4824784,2189,18013967,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1991,OREGON,"CRAB, DUNGENESS",4923571,2233,7461954,Public,Commercial,Cancer magister,98675,PACFINHIST
1991,NEW JERSEY,"CRAB, BLUE",4971601,2255,2189865,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,FLORIDA-WEST,"CRAB, BLUE",5234967,2375,2829918,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,SOUTH CAROLINA,"CRAB, BLUE",5497462,2494,2543602,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,WASHINGTON,"CRAB, DUNGENESS",5941174,2695,9411576,Public,Commercial,Cancer magister,98675,PACFINHIST
1991,TEXAS,"CRAB, BLUE",6123207,2777,2271307,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1991,MASSACHUSETTS,MENHADENS **,6326300,2870,271055,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",6772076,3072,11822346,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1991,DELAWARE,"CRAB, BLUE",6789300,3080,2543275,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,SOUTH CAROLINA,"SHRIMP, NORTHERN WHITE",6884510,3123,13812358,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1991,GEORGIA,"CRAB, BLUE",6977878,3165,2115439,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,LOUISIANA,"OYSTER, EASTERN",7265084,3295,19191835,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1991,RHODE ISLAND,"LOBSTER, AMERICAN",7445172,3377,20392490,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1991,GEORGIA,"SHRIMP, NORTHERN WHITE",7469208,3388,18257632,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1991,VIRGINIA,"SCALLOP, SEA",8722983,3957,32415784,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1991,MISSISSIPPI,"SHRIMP, NORTHERN BROWN",8923367,4048,13370550,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1991,FLORIDA-WEST,MENHADENS **,9021975,4092,823341,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,ALASKA,"CRAB, DUNGENESS",9101213,4128,12250210,Public,Commercial,Cancer magister,98675,AKFINHIST
1991,WASHINGTON,"SALMON, SOCKEYE",9770776,4432,11885548,Public,Commercial,Oncorhynchus nerka,161979,PACFINHIST
1991,ALABAMA,"SHRIMP, NORTHERN BROWN",12140949,5507,25458671,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1991,MAINE,MENHADENS **,16107463,7306,1263781,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,MASSACHUSETTS,"LOBSTER, AMERICAN",16528168,7497,46389972,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1991,NEW JERSEY,MENHADENS **,16597402,7529,754620,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,TEXAS,"SHRIMP, NORTHERN WHITE",19022808,8629,42754184,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1991,MASSACHUSETTS,"SCALLOP, SEA",22015091,9986,93233723,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1991,MAINE,"LOBSTER, AMERICAN",30788646,13966,72300255,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1991,NORTH CAROLINA,"CRAB, BLUE",41829676,18974,10543498,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,LOUISIANA,"SHRIMP, NORTHERN BROWN",43942110,19932,53040606,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1991,VIRGINIA,"CRAB, BLUE",44923854,20377,11991038,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,LOUISIANA,"SHRIMP, NORTHERN WHITE",46346466,21023,86457426,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1991,LOUISIANA,"CRAB, BLUE",51287672,23264,17765912,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1991,MARYLAND,"CRAB, BLUE",51588777,23401,23244835,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1991,ALASKA,"HALIBUT, PACIFIC",66590937,30205,99322265,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
1991,TEXAS,"SHRIMP, NORTHERN BROWN",75435424,34217,157389087,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1991,NORTH CAROLINA,MENHADENS **,110528754,50136,3002829,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,MISSISSIPPI,MENHADENS **,200203591,90812,10197918,Public,Commercial,Brevoortia ,161731,GULFFINHIST
1991,ALASKA,"SALMON, SOCKEYE",255069244,115699,214381584,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
1991,ALASKA,"COD, PACIFIC",507895347,230380,113588684,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
1991,VIRGINIA,MENHADENS **,601187849,272697,30032372,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1991,LOUISIANA,MENHADENS **,1009694890,457995,48187235,Public,Commercial,Brevoortia ,161731,GULFFINHIST
1991,ALASKA,"POLLOCK, WALLEYE ",2754479509,1249424,234695309,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
1990,CONNECTICUT,"CRAB, BLUE",1171,1,586,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,WASHINGTON,"POLLOCK, WALLEYE ",8122,4,1352,Public,Commercial,Gadus chalcogrammus,934083,PACFINHIST
1990,MARYLAND,"SCALLOP, SEA",26400,12,98812,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1990,MASSACHUSETTS,"OYSTER, EASTERN",31388,14,316252,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,NEW YORK,"SCALLOP, SEA",44425,20,178250,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1990,DELAWARE,"LOBSTER, AMERICAN",68300,31,293730,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,GEORGIA,"OYSTER, EASTERN",71689,33,150468,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,ALABAMA,"OYSTER, EASTERN",84055,38,211047,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1990,CONNECTICUT,MENHADENS **,96706,44,4837,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,DELAWARE,MENHADENS **,140500,64,8429,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,MISSISSIPPI,"OYSTER, EASTERN",147517,67,402976,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1990,FLORIDA-EAST,"OYSTER, EASTERN",195954,89,316009,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,SOUTH CAROLINA,"OYSTER, EASTERN",234265,106,774966,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,NEW HAMPSHIRE,MENHADENS **,264500,120,5880,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,NORTH CAROLINA,"OYSTER, EASTERN",328797,149,1159832,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,MAINE,"OYSTER, EASTERN",349894,159,1736264,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,MISSISSIPPI,"CRAB, BLUE",394228,179,176478,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1990,NEW JERSEY,"OYSTER, EASTERN",500560,227,2301920,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,OREGON,"COD, PACIFIC",510279,231,130764,Public,Commercial,Gadus macrocephalus,164711,PACFINHIST
1990,NEW YORK,"CRAB, BLUE",512715,233,269438,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,OREGON,"HALIBUT, PACIFIC",622231,282,1114024,Public,Commercial,Hippoglossus stenolepis,172932,PACFINHIST
1990,NEW YORK,MENHADENS **,649710,295,68955,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,FLORIDA-WEST,"SHRIMP, NORTHERN WHITE",689046,313,1434563,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1990,NEW YORK,"OYSTER, EASTERN",800167,363,4054886,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,FLORIDA-EAST,"SHRIMP, NORTHERN BROWN",859392,390,1855564,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1990,NORTH CAROLINA,"SCALLOP, SEA",1058979,480,3561023,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1990,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",1149209,521,2501484,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1990,GEORGIA,"SHRIMP, NORTHERN BROWN",1199544,544,2732473,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1990,FLORIDA-WEST,"SHRIMP, NORTHERN BROWN",1270221,576,2714296,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1990,MAINE,"SCALLOP, SEA",1315773,597,5977003,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1990,MASSACHUSETTS,MENHADENS **,1361900,618,57086,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,ALABAMA,"SHRIMP, NORTHERN WHITE",1528679,693,4867006,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1990,SOUTH CAROLINA,"SHRIMP, NORTHERN BROWN",1575973,715,3220136,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1990,VIRGINIA,"OYSTER, EASTERN",1632788,741,5171581,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,NEW HAMPSHIRE,"LOBSTER, AMERICAN",1658200,752,4048800,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,TEXAS,"OYSTER, EASTERN",1904693,864,5886357,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1990,FLORIDA-WEST,"OYSTER, EASTERN",2054855,932,6697327,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,WASHINGTON,"COD, PACIFIC",2121293,962,604730,Public,Commercial,Gadus macrocephalus,164711,PACFINHIST
1990,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE",2138968,970,6178404,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1990,NEW JERSEY,"LOBSTER, AMERICAN",2198867,997,6875290,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,MISSISSIPPI,"SHRIMP, NORTHERN WHITE",2517363,1142,6733836,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1990,MARYLAND,MENHADENS **,2634223,1195,204727,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,FLORIDA-EAST,MENHADENS **,2636496,1196,388701,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,CONNECTICUT,"LOBSTER, AMERICAN",2645800,1200,7408240,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,MARYLAND,"OYSTER, EASTERN",2882325,1307,10747729,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,CONNECTICUT,"OYSTER, EASTERN",2926458,1327,22648802,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1990,ALABAMA,"CRAB, BLUE",3302889,1498,1264543,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1990,WASHINGTON,"HALIBUT, PACIFIC",3324948,1508,7811633,Public,Commercial,Hippoglossus stenolepis,172932,PACFINHIST
1990,NEW YORK,"LOBSTER, AMERICAN",3431111,1556,10854494,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,GEORGIA,"SHRIMP, NORTHERN WHITE",3898434,1768,10679713,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1990,SOUTH CAROLINA,"SHRIMP, NORTHERN WHITE",4208307,1909,10020578,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1990,NEW JERSEY,"SCALLOP, SEA",4615312,2093,16228622,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1990,NEW JERSEY,"CRAB, BLUE",4839645,2195,2281705,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",5147247,2335,10965363,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1990,SOUTH CAROLINA,"CRAB, BLUE",5217082,2366,2823398,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,MAINE,MENHADENS **,5744597,2606,484590,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,FLORIDA-WEST,"CRAB, BLUE",6914878,3137,3237062,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,GEORGIA,"CRAB, BLUE",7160575,3248,2389997,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,DELAWARE,"CRAB, BLUE",7202300,3267,3089573,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,RHODE ISLAND,"LOBSTER, AMERICAN",7258175,3292,19824539,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,FLORIDA-EAST,"CRAB, BLUE",7264813,3295,4420532,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,ALASKA,"CRAB, DUNGENESS",8141865,3693,12400531,Public,Commercial,Cancer magister,98675,AKFINHIST
1990,LOUISIANA,"OYSTER, EASTERN",8153371,3698,29940039,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1990,TEXAS,"CRAB, BLUE",8598652,3900,3295038,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1990,VIRGINIA,"SCALLOP, SEA",8759159,3973,32047424,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1990,NEW JERSEY,MENHADENS **,9041459,4101,537697,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,FLORIDA-WEST,MENHADENS **,9469504,4295,1286095,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,OREGON,"CRAB, DUNGENESS",9509817,4314,14553900,Public,Commercial,Cancer magister,98675,PACFINHIST
1990,CALIFORNIA,"CRAB, DUNGENESS",10365543,4702,16270516,Public,Commercial,Cancer magister,98675,PACFINHIST
1990,WASHINGTON,"CRAB, DUNGENESS",12048279,5465,18487985,Public,Commercial,Cancer magister,98675,PACFINHIST
1990,WASHINGTON,"SALMON, SOCKEYE",12393125,5621,21921634,Public,Commercial,Oncorhynchus nerka,161979,PACFINHIST
1990,ALABAMA,"SHRIMP, NORTHERN BROWN",12519847,5679,24627714,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1990,MISSISSIPPI,"SHRIMP, NORTHERN BROWN",12522463,5680,18613576,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1990,MASSACHUSETTS,"LOBSTER, AMERICAN",17054434,7736,43824047,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,TEXAS,"SHRIMP, NORTHERN WHITE",18716525,8490,38728369,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1990,MASSACHUSETTS,"SCALLOP, SEA",22734370,10312,90970303,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1990,MAINE,"LOBSTER, AMERICAN",28068238,12732,61627973,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1990,NORTH CAROLINA,"CRAB, BLUE",38070328,17269,11293332,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,LOUISIANA,"CRAB, BLUE",39135733,17752,14830716,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1990,LOUISIANA,"SHRIMP, NORTHERN WHITE",44692880,20273,80627757,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1990,VIRGINIA,"CRAB, BLUE",50118525,22734,17437533,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,MARYLAND,"CRAB, BLUE",52380980,23760,25989021,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1990,ALASKA,"HALIBUT, PACIFIC",69943837,31726,94031102,Public,Commercial,Hippoglossus stenolepis,172932,AKFINHIST
1990,TEXAS,"SHRIMP, NORTHERN BROWN",70366471,31918,135312009,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1990,LOUISIANA,"SHRIMP, NORTHERN BROWN",71622853,32488,71039376,Public,Commercial,Farfantepenaeus aztecus,551570,GULFFINHIST
1990,NORTH CAROLINA,MENHADENS **,72231989,32764,1820654,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,MISSISSIPPI,MENHADENS **,270051540,122495,11653294,Public,Commercial,Brevoortia ,161731,GULFFINHIST
1990,ALASKA,"SALMON, SOCKEYE",305116271,138400,392014793,Public,Commercial,Oncorhynchus nerka,161979,AKFINHIST
1990,ALASKA,"COD, PACIFIC",523768974,237580,91769437,Public,Commercial,Gadus macrocephalus,164711,AKFINHIST
1990,VIRGINIA,MENHADENS **,704564911,319589,35126005,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1990,LOUISIANA,MENHADENS **,909586630,412586,35999770,Public,Commercial,Brevoortia ,161731,GULFFINHIST
1990,ALASKA,"POLLOCK, WALLEYE ",3105547815,1408667,271239295,Public,Commercial,Gadus chalcogrammus,934083,AKFINHIST
1989,WASHINGTON,"OYSTER, EASTERN",159,0,1212,Public,Commercial,Crassostrea virginica,79872,PACFINHIST
1989,CALIFORNIA,"COD, PACIFIC",222,0,83,Public,Commercial,Gadus macrocephalus,164711,PACFINHIST
1989,ALABAMA,MENHADENS **,2691,1,474,Public,Commercial,Brevoortia ,161731,GULFFINHIST
1989,NEW HAMPSHIRE,MENHADENS **,5200,2,572,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,WASHINGTON,"POLLOCK, WALLEYE ",6387,3,,Public,Recreational,Gadus chalcogrammus,934083,MRIP
1989,ALABAMA,"OYSTER, EASTERN",11476,5,30828,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1989,MARYLAND,"LOBSTER, AMERICAN",17500,8,72004,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,MARYLAND,"SCALLOP, SEA",20100,9,76414,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1989,MASSACHUSETTS,"OYSTER, EASTERN",37600,17,492943,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,NEW YORK,"SCALLOP, SEA",42700,19,210005,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1989,MAINE,"OYSTER, EASTERN",44900,20,226929,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,WASHINGTON,"POLLOCK, WALLEYE ",56347,26,9543,Public,Commercial,Gadus chalcogrammus,934083,PACFINHIST
1989,GEORGIA,"OYSTER, EASTERN",68081,31,137174,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,DELAWARE,"LOBSTER, AMERICAN",76500,35,326218,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,DELAWARE,MENHADENS **,90500,41,4455,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,MISSISSIPPI,"OYSTER, EASTERN",100109,45,346617,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1989,WASHINGTON,"COD, PACIFIC",122705,56,,Public,Recreational,,164711,MRIP
1989,OREGON,"HALIBUT, PACIFIC",126867,58,,Public,Recreational,,172932,MRIP
1989,CONNECTICUT,MENHADENS **,148500,67,7420,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,FLORIDA-EAST,"OYSTER, EASTERN",160374,73,277227,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,NEW YORK,"OYSTER, EASTERN",338900,154,1955176,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,WASHINGTON,"HALIBUT, PACIFIC",345425,157,,Public,Recreational,,172932,MRIP
1989,MAINE,MENHADENS **,380600,173,9231,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,SOUTH CAROLINA,"OYSTER, EASTERN",386479,175,1128578,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,NEW YORK,MENHADENS **,449100,204,39478,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,NORTH CAROLINA,"OYSTER, EASTERN",529858,240,1575634,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,NEW YORK,"CRAB, BLUE",654700,297,388713,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1989,MISSISSIPPI,"CRAB, BLUE",669366,304,334390,Public,Commercial,Callinectes sapidus,98696,GULFFINHIST
1989,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",695510,315,1364989,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1989,FLORIDA-EAST,"SHRIMP, NORTHERN BROWN",708582,321,1379250,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1989,OREGON,"HALIBUT, PACIFIC",916024,416,1301367,Public,Commercial,Hippoglossus stenolepis,172932,PACFINHIST
1989,FLORIDA-WEST,"SHRIMP, NORTHERN WHITE",988417,448,1455841,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1989,NORTH CAROLINA,"SCALLOP, SEA",1012748,459,3637606,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1989,GEORGIA,"SHRIMP, NORTHERN BROWN",1317981,598,2370014,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1989,FLORIDA-EAST,MENHADENS **,1372505,623,124261,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,NEW HAMPSHIRE,"LOBSTER, AMERICAN",1430400,649,3720012,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,FLORIDA-WEST,"OYSTER, EASTERN",1698403,770,5039928,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,MAINE,"SCALLOP, SEA",1715000,778,6109406,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1989,OREGON,"COD, PACIFIC",1720551,780,448289,Public,Commercial,Gadus macrocephalus,164711,PACFINHIST
1989,CONNECTICUT,"OYSTER, EASTERN",1932100,876,15040771,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,VIRGINIA,"OYSTER, EASTERN",1974600,896,6018810,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,MISSISSIPPI,"SHRIMP, NORTHERN WHITE",1976300,896,5746793,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1989,ALABAMA,"SHRIMP, NORTHERN WHITE",2023822,918,5379136,Public,Commercial,Litopenaeus setiferus,551680,GULFFINHIST
1989,NEW JERSEY,"LOBSTER, AMERICAN",2059600,934,6342740,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,CONNECTICUT,"LOBSTER, AMERICAN",2096900,951,6500289,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,SOUTH CAROLINA,"SHRIMP, NORTHERN BROWN",2133398,968,2826769,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1989,FLORIDA-WEST,"SHRIMP, NORTHERN BROWN",2277608,1033,4423985,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1989,MARYLAND,"OYSTER, EASTERN",2328500,1056,7888844,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1989,NEW YORK,"LOBSTER, AMERICAN",2345051,1064,7750958,Public,Commercial,Homarus americanus,97314,ACCSPHIST
1989,TEXAS,"OYSTER, EASTERN",2407427,1092,6039175,Public,Commercial,Crassostrea virginica,79872,GULFFINHIST
1989,FLORIDA-EAST,"SHRIMP, NORTHERN WHITE",2443260,1108,6071513,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1989,NEW JERSEY,MENHADENS **,2854500,1295,208520,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1989,WASHINGTON,"HALIBUT, PACIFIC",3601208,1633,7061325,Public,Commercial,Hippoglossus stenolepis,172932,PACFINHIST
1989,WASHINGTON,"COD, PACIFIC",3727581,1691,998653,Public,Commercial,Gadus macrocephalus,164711,PACFINHIST
